Channel 94 has 50 from 530 windows with artifacts.
189896, Artefact
190024, Artefact
190280, Artefact
190408, Artefact
190536, Artefact
190664, Artefact
190792, Brain
190920, Brain
191048, Brain
191176, Brain
191304, Brain
191432, Brain
191560, Brain
191688, Brain
191816, Brain
191944, Brain
192072, Brain
192200, Brain
192328, Brain
192456, Brain
192584, Brain
192712, Brain
192840, Brain
192968, Brain
193096, Brain
193224, Brain
193352, Brain
193480, Brain
193608, Brain
193736, Brain
193864, Brain
193992, Brain
194120, Brain
194248, Brain
194376, Brain
194504, Brain
194632, Brain
194760, Brain
194888, Brain
195016, Brain
195144, Brain
195272, Brain
195400, Brain
195528, Brain
195656, Brain
195784, Brain
195912, Brain
196040, Brain
196168, Brain
196296, Brain
197832, Brain
197960, Brain
198088, Brain
198216, Brain
198344, Brain
198472, Brain
198600, Brain
198728, Brain
198856, Brain
198984, Brain
199112, Brain
199240, Brain
199368, Brain
199496, Brain
199624, Brain
199752, Brain
199880, Brain
200008, Brain
200136, Brain
200264, Brain
200392, Brain
200520, Brain
200648, Brain
200776, Brain
200904, Brain
201032, Brain
201160, Brain
201288, Brain
201416, Brain
201544, Brain
201672, Brain
201800, Brain
201928, Brain
202056, Brain
202184, Brain
202312, Brain
202440, Brain
202568, Brain
202696, Brain
202824, Brain
202952, Brain
203080, Brain
203208, Brain
203336, Brain
203464, Brain
203592, Brain
203720, Brain
203848, Brain
203976, Brain
204104, Brain
204232, Brain
204360, Brain
204488, Brain
204616, Brain
204744, Brain
204872, Brain
205000, Brain
205128, Brain
205256, Brain
205384, Brain
205512, Brain
205640, Brain
205768, Brain
205896, Brain
206024, Brain
206152, Brain
206280, Brain
206408, Brain
206536, Brain
206664, Brain
206792, Brain
206920, Brain
207048, Brain
207176, Brain
207304, Brain
207432, Brain
207560, Brain
207688, Brain
207816, Brain
207944, Brain
208072, Brain
208200, Brain
208328, Brain
208456, Brain
208584, Brain
208712, Brain
208840, Brain
208968, Brain
209096, Brain
209224, Brain
209352, Brain
209480, Brain
209608, Brain
209736, Brain
209864, Brain
209992, Brain
210120, Brain
210248, Brain
210376, Brain
210504, Brain
210632, Artefact
210760, Artefact
210888, Artefact
211016, Artefact
211144, Artefact
211400, Artefact
211528, Artefact
211656, Artefact
211784, Brain
211912, Brain
212040, Brain
212168, Brain
212296, Brain
212424, Brain
212552, Brain
212680, Brain
212808, Brain
212936, Brain
213064, Brain
213192, Brain
213320, Brain
213448, Brain
213576, Brain
213704, Brain
213832, Brain
213960, Brain
214088, Brain
214200, Brain
214328, Brain
214456, Brain
214584, Brain
214712, Brain
214840, Brain
214968, Brain
215096, Brain
215224, Brain
215352, Brain
215480, Brain
215608, Brain
215736, Brain
215864, Brain
215992, Brain
216120, Brain
216248, Brain
216376, Brain
216504, Brain
216632, Brain
216760, Brain
216888, Brain
217016, Brain
217144, Brain
217272, Brain
217400, Brain
217528, Brain
217656, Brain
217784, Brain
217912, Brain
218168, Artefact
218296, Artefact
218424, Artefact
218680, Brain
218808, Brain
218936, Brain
219064, Brain
219192, Brain
219320, Brain
219448, Brain
219576, Brain
219704, Brain
219832, Brain
219960, Brain
220088, Brain
220216, Brain
220344, Brain
220472, Brain
220600, Brain
220728, Brain
220856, Brain
220984, Brain
221112, Brain
221240, Brain
221368, Brain
221496, Brain
221624, Brain
221752, Brain
221880, Brain
222008, Brain
222136, Brain
222264, Brain
222392, Brain
222520, Brain
222648, Brain
222776, Brain
222904, Brain
223032, Brain
223160, Brain
223288, Brain
223416, Brain
223544, Brain
223672, Brain
223800, Brain
223928, Brain
224056, Brain
224184, Brain
224312, Brain
224440, Brain
224568, Brain
224696, Brain
224824, Brain
224952, Brain
225080, Brain
225208, Brain
225336, Brain
225464, Brain
225592, Brain
225720, Brain
225848, Brain
226104, Artefact
226232, Artefact
226360, Artefact
226488, Artefact
226616, Artefact
226744, Artefact
227000, Artefact
227128, Artefact
227384, Brain
227512, Brain
227640, Brain
227768, Brain
227896, Brain
228024, Brain
228152, Brain
228280, Brain
228408, Brain
228536, Brain
228664, Brain
228792, Brain
228920, Brain
229048, Brain
229176, Brain
229304, Brain
229432, Brain
229560, Brain
229688, Brain
229816, Brain
229944, Brain
230072, Brain
230200, Brain
230328, Brain
230456, Brain
230584, Brain
230712, Brain
230840, Brain
230968, Brain
231096, Brain
231224, Brain
231352, Brain
231480, Brain
231608, Brain
231736, Brain
231864, Brain
231992, Brain
232120, Brain
232248, Brain
232376, Brain
232504, Brain
232632, Brain
232760, Brain
232888, Brain
233016, Brain
233144, Brain
233272, Brain
233400, Brain
233528, Brain
233656, Brain
233784, Brain
233912, Brain
234040, Brain
234168, Brain
234296, Brain
234424, Brain
234552, Brain
234680, Brain
234808, Brain
234936, Brain
235064, Brain
235192, Brain
235320, Brain
235448, Brain
235576, Brain
235704, Brain
235832, Brain
235960, Brain
236088, Brain
236216, Brain
236344, Brain
236472, Brain
236600, Brain
236728, Brain
236856, Brain
237112, Artefact
237240, Artefact
237368, Artefact
237496, Artefact
237624, Brain
237752, Brain
237880, Brain
